Headline,Body ID,Stance
"He told the army to secure the borders and maintain calm within the country ""in homage to the memory of the illustrious late leader"".",1093,unrelated
"Ernst &amp; Young described the case as ""ill conceived"".",1094,unrelated
This is an example which shows that social disadvantage plays an equally major hand in the onset of schizophrenia as genetics.,1095,unrelated
"Several soldiers were eventually convicted in connection with the abuse, after which Jackson publicly apologised on behalf of the British Army and promised to appoint an officer to determine what lessons needed to be learnt.",1096,unrelated
The Inverclyde MP was the first minister to resign after rebel MPs began calling for a leadership contest.,1097,unrelated
"Moreover, neither had a contract with Stevenson, the manufacturer.",1098,unrelated
"The position is paid, but it was announced that the Duke would donate his full salary (estimated as about £40,000 per year) to the Air Ambulance charity.",1099,unrelated
There are thousands of the Islamic nations' youths who are eager to die just as the Americans are eager to live.,1100,unrelated
"These fine touches require much more work than would have been necessary for a simple forgery, and some of the complexities are only visible with modern tools.",1101,unrelated
Route 9H was withdrawn on 26 July 2014.,1102,unrelated
"The defecting director then stripped Band of Brothers of a large quantity of assets including ships, money and territory, and disbanded the alliance.",1103,unrelated
He scored his first career goal in a 3–0 home win over Macclesfield on 16 September.,1104,unrelated
Thirty-five people were killed and 69 others were injured.,1105,unrelated
The bid has been accepted subject to shareholder and regulatory approval.,1106,unrelated
"By this point, the Ferraris were so far ahead that Barrichello retained an advantage of over half a minute over third-placed Montoya following a spin on lap 33.",1107,unrelated
"Instead, it intends to build its own pilot plant with a modest annual production of 1,200 tonnes (1,200 long tons; 1,300 short tons) of lithium and to increase it to 30,000 tonnes (30,000 long tons; 33,000 short tons) by 2012.",1108,unrelated
"First broadcast in 1953, it is the world's longest-running current affairs television programme.",1109,unrelated
"The drums were recorded in the stairwell of the studio's reception area due to Lillywhite's desire to achieve ""this wonderful clattery sound"".",1110,unrelated
"The government denied that Ahmed was under surveillance, and MacShane said that his remarks had been misinterpreted.",1111,unrelated
The London University machine was restored to working condition by a group of enthusiasts completing their task in 2012.,1112,unrelated
Intel reported that it was cooperating with investigators.,1113,unrelated
"In September 2003, after a season hampered by budget constraints, Hyundai announced withdrawal from the WRC and planned to return in 2006, which did not happen.",1114,unrelated
On 29 April Dack stated he had been offered the manager's job beyond the end of the season but he had decided he would move on after the final game.,1115,unrelated
Ryder was originally convicted by a jury of felony larceny/vandalism and was sentenced in a nationally televised California Superior Court proceeding in December 2002.,1116,unrelated
Some research indicates that in the 21st century young people are tending to continue to live in the parental home for much longer than their predecessors.,1117,unrelated
The road was closed and there were huge tailbacks.,1118,unrelated
"After passing the initial aptitude test, he was to undertake a month-long course; if he passed that, he would begin full flight training in early 2009.",1119,unrelated
Those odds in fact range from a low of 1:8500 to as high as 1:200.,1120,unrelated
"The bomb failed to go off, and he was later arrested on a flight leaving for Dubai.",1121,unrelated
"He suffered a fractured knee, but was ""conscious and talking"" after the crash, according to Amazon Prime.",1122,unrelated
Services to Liverpool had to be suspended on 14 occasions during the year when large cruise ships were visiting.,1123,unrelated
"The onboard systems indicated a depth of 11,521 metres (37,799&#160;ft), although this was revised later to 10,916 metres (35,814&#160;ft); fairly recently, more accurate measurements have found Challenger Deep to be between 10,911 metres (35,797&#160;ft) and 10,994 metres (36,070&#160;ft) deep.",1124,unrelated
Pratchett and Kingston were regulars.,1125,unrelated
Tension rises in Spain with anti and pro-ETA demonstrations and riots.,1126,unrelated
"The then-current Co-Chair and another officer resigned from the Club, alleging they were disturbed by the discrimination and anti-Semitism they alleged was inherent in the Club.",1127,unrelated
"Goody's mother was the first to be evicted, on 10 January 2007.",1128,unrelated
"Outside of the UUP, Hermon has also been involved in policing support and pensioners' rights campaigns.",1129,unrelated
He scored his first and what turned out to be his only Newcastle goal in a 3–1 win over Coventry City in the FA Cup.,1130,unrelated
"The complaints were rejected by Israel's Supreme Court, leading to a demonstration by several hundred people in November 2008.",1131,unrelated
"Historically, the practice has been used for the purpose of tribal status, to scare enemies in war, and beauty purposes.",1132,unrelated
"Home Secretary Charles Clarke described it as an attempt by the BNP to ""cynically exploit the current tragic events in London to further their spread of hatred"".",1133,unrelated
Yahya Jammeh's response was that anyone caught marrying a girl under 18 years of age would be jailed for up to twenty years.,1134,unrelated
"On 18 February, the court had his request denied.",1135,unrelated
They will not.,1136,unrelated
"This can result in injury or death to the horse, as well as the jockey.",1137,unrelated
Teachers were also one of the main targets of Mugabe's attacks because he thought they were not strong supporters.,1138,unrelated
The first country to be admitted to the Commonwealth without any former colonial or constitutional links with the United Kingdom.,1139,unrelated
"He regained his health and returned to nightclub work, but with little success.",1140,unrelated
"However, this only applied to Flyglobespan's own aircraft and leased-in aircraft could continue to follow ETOPS rules as these are operated by other airlines with their own ETOPS approval.",1141,unrelated
"Witnesses have reported hearing groups of black youths shouting ""Killers, killers"" at the police.",1142,unrelated
"He had to pay £100,000 court costs.",1143,unrelated
Canada's decision received a generally negative response from representatives of other ratifying countries.,1144,unrelated
Keegan was the first manager in the Premier League era to win the Division One title with two different clubs.,1145,unrelated
"Before the announcement, he sent text messages to May, Hammond and Clarkson and received supportive replies from all three.",1146,unrelated
"The attackers used AK-47s, grenades, and suicide vests.",1147,unrelated
Sporadic attempts at negotiating a final peace and sporadic bursts of violence have continued since then.,1148,unrelated
This is commonly referred to as the Marshall–Palmer law after the researchers who first characterized it.,1149,unrelated
"There are also separate pages for Wales, Scotland and Northern Ireland written by the BBC Nations.",1150,unrelated
"His proposed slogan was ""Don't be a plank, vote for Frank!"" However, this idea was quickly dismissed by Conservative Central Office.",1151,unrelated
Russell Davies notes.,1152,unrelated
"After the match which Fire Brigade SC won, hundreds of Scouts fans went on a rampage, attacking police vehicles and torching sugar cane fields.",1153,unrelated
"Isner won the set on a tiebreak, but in the fifth set Haas went on to recover from 2–4 down and saved a match point against him at 4–5 to eventually win 10–8.",1154,unrelated
"The hat sold for £62,000.",1155,unrelated
"Once informed of the swastika symbol, they immediately withdrew the item from their shelves.",1156,unrelated
Poor ratings and criticism of the program led to its cancellation in 2010.,1157,unrelated
"The walkways, the Teaching Wall, and Ziggurats also gained Grade II listed status following a government consultation.",1158,unrelated
The OSCE faced criticism of partisanship and double standards due to Hastings's past and the fact that the OSCE's mandate was to promote democracy and the values of civil society.,1159,unrelated
Some of these were poorly performing Somerfield stores and some were former Kwik Save sites that had not proved successful after being converted to Somerfield stores in 2006.,1160,unrelated
"In 2010, an agreement was finally reached by both sides that the height of Everest is 8,848 m, and Nepal recognises China's claim that the rock height of Everest is 8,844 m.",1161,unrelated
The DfT intends the work to start between 2014 and 2019.,1162,unrelated
"Haig is also portrayed sweeping up model soldiers from a large map with a dustpan and brush, and tossing them casually over his shoulder.",1163,unrelated
"Eleven fire engines and 80 firefighters could not contain the blaze, which is believed to have started in the north-east tower of the Pavilion.",1164,unrelated
"Even in situations where no law was broken, victims may be too embarrassed to seek legal recourse.",1165,unrelated
The aircraft was later found to have suffered loss of thrust caused by fuel icing.,1166,unrelated
"They felt that it was ""absurd"" for scientists to be under custody by UNIT, that the scientists were ""cliched and unbelievable"", and the setting had ""a lack of convincing period atmosphere"".",1167,unrelated
"He was angered by the late arrival of the squad's training equipment, which had disrupted the first training session on a pitch that he described as ""like a car park"".",1168,unrelated
The local authority stressed Ewloe and the site it occupies were protected from any development.,1169,unrelated
These were aired in nineteen 90-minute or 60-minute full cast radio plays.,1170,unrelated
Singh did not board the flight.,1171,unrelated
"By linking detailed individual choices and aggregate outcomes, his research has helped transform the fields of microeconomics, macroeconomics, and development economics"".",1172,unrelated
The inquiry supported some of these claims.,1173,unrelated
However PRS for Music subsequently acknowledged its mistake.,1174,unrelated
"However, a Barclays spokesman denied the rumours.",1175,unrelated
"On 19 July, it was announced that Vilanova was resigning as Barcelona manager because his throat cancer had returned, and he would be receiving treatment for the second time after a three-month medical leave in December 2012.",1176,unrelated
"Collectively, it was a successful first season for Jol, as Fulham finished only 12 points and three places outside of Europa League qualification.",1177,unrelated
Costello was then brought in by Richard Curtis to record a cover version of the song.,1178,unrelated
"Graffiti artists with stencils were invited to join in and paint their own artwork, as long as it did not cover anyone else's.",1179,unrelated
"In 1999, Watts-Russell sold his share in 4AD back to the Beggars Group (as it had by then become), but the label continued to release music and add new artists to its roster.",1180,unrelated
"As a consequence, this book has now been removed and banned from prisons.",1181,unrelated
"Mates described the 18 months between the allegations and his vindication as ""a nightmare"".",1182,unrelated
"The resulting surge overtopped the flood defences in the area near Keadby and Burringham, flooding 50 properties.",1183,unrelated
"Marriott's friend Annabel, an ex-student from the Italia Conti, came up with the band's distinctive name after commenting that they all had ""small faces""; the name stuck in part because they were all (apart from Winston) small (none being over 5&#160;ft 6 in tall), and the term ""face"" in English mod culture was the name given to a well-known and respected mod.",1184,unrelated
"In February 2014, the Strathspey Railway used this steelwork to replace the missing bridge over the River Dulnain.",1185,unrelated
He was sacked from both roles.,1186,unrelated
"In a 2004 report, it was ranked as the most expensive shopping street in the UK for rent, outside London.",1187,unrelated
"Palestinian officials expressed regret that the news about Yasser Arafat was ""filtered"" by her.",1188,unrelated
Kalaallisut (Greenlandic) became the sole official language in June 2009.,1189,unrelated
"He went on to describe the families of the Lockerbie victims as very greedy: ""They were asking for more money and more money and more money"".",1190,unrelated
"Before turning pro he considered a career in sports management, utilizing his degree in business management and law; the interview process included a golf outing that convinced the firm he should become a client rather than an employee.",1191,unrelated
"As a result of mass graves found in 2002, some 50,000 people are believed to have been killed under the regime of Touré in concentration camps such as Camp Boiro.",1192,unrelated
"However, in May 2015 Irish League clubs initially voiced concerns over fixture scheduling – particularly plans for midweek games – raising doubts as to the competition's viability.",1193,unrelated
"In a BBC interview, the ambassador for Ivory Coast to the United Kingdom called these reports of widespread use of slave child labour by 700,000 cocoa farmers as absurd and inaccurate.",1194,unrelated
It was speculated that the militant group responsible for the attack was the same one which attacked JSS Loyalty just over three weeks before.,1195,unrelated
"Although the films were very often panned by critics, they proved very popular with audiences.",1196,unrelated
Mukhtaran used the compensation money awarded by the Pakistani government as well as donations from around the world to build two local schools for girls.,1197,unrelated
"The stadium and surrounding areas were evacuated, though no explosives were found.",1198,unrelated
He states that he has been able to heal people with his own hands and he gained an all-encompassing strength that was contacted through prayer.,1199,unrelated
"In order to retain the sanctity of the crash site, the memorial is about 10&#160;km away from it.",1200,unrelated
"The notes also use the ""Spark Orbital"" security feature which depicts a reflective map of Scotland over a transparent ""window"" in the banknote.",1201,unrelated
"Most of the remaining players were sold or released on free transfers to further reduce the high wage bill; Blackwell was forced to rebuild almost the entire squad through free transfers, and Leeds were forced to sell both their training ground and stadium in the autumn of 2004.",1202,unrelated
"He achieved his goal in 57 days, 13 hours 34 minutes and 6 seconds.",1203,unrelated
"Free parties tend to be on the boundaries of law and are strongly discouraged by government authorities, occasionally using aggressive police tactics.",1204,unrelated
He left the club at the end of the 2010–11 season.,1205,unrelated
"Consequently, a vote of all local party members was held to decide whether Cormack should remain the party's candidate at the next general election.",1206,unrelated
He was 79 years old.,1207,unrelated
The new market hall opened on 8 April 2009.,1208,unrelated
In the subsequent court case she was ordered to pay $11 million compensation to Flatley for defamation and extortion.,1209,unrelated
"Perhaps his most famous quirk was his habit of lifting one foot off the ground whenever the score reached 111, or multiples thereof, they being regarded as unlucky by Shepherd in a ritual dating back to his childhood cricket team days.",1210,unrelated
"Philip has said that she ""is a very good cook"".",1211,unrelated
"In 2012 the ferry carried around 20,000 vehicles and 50,000 passengers weekly.",1212,unrelated
Jackson continued to be the custodial parent of the couple's two children.,1213,unrelated
The closures were extremely unpopular with the general public at that time and remain so today.,1214,unrelated
"Charles responded: ""In my view, it is just as great an achievement to be a plumber or a bricklayer as it is to be a lawyer or a doctor"".",1215,unrelated
"The bank gave customers 35 days' notice, after which they would not be able to spend more on their cards.",1216,unrelated
Ağca stated this during one of his interrogations before trial.,1217,unrelated
"On October 29, 2013, Blockbuster UK announced it was to go into administration for a second time.",1218,unrelated
Their relationship began in 1994 and they lived together until 1996.,1219,unrelated
"The BBC describes him as a ""legend"".",1220,unrelated
"It is still produced at the rate of five peak-viewing episodes a week after 50 years, and is the longest-running soap opera in the world.",1221,unrelated
This was believed to be the first time he had spoken publicly with an Israeli.,1222,unrelated
This was a prerequisite set by the LTTE for the signing of the agreement.,1223,unrelated
"The poem was not published in Yeats's lifetime; scholars say he did not want the poem to be part of his canon, as it is of uneven quality.",1224,unrelated
"A lifetime achievement award was also given to Wonder on the same day, at France's biggest music awards.",1225,unrelated
Holdworth was sacked by Aldershot on 20 February 2013 with the team in 20th place in League Two.,1226,unrelated
The public vote carried the couple through to the next round and was described as one of the funniest moments captured on television.,1227,unrelated
The Presiding Officer is also responsible for maintaining order during debate.,1228,unrelated
"On 24 September, Öpik announced that he was standing down as the party's housing spokesman to concentrate on a campaign for party president.",1229,unrelated
In 2013 gravestones were vandalised in the graveyard.,1230,unrelated
"Although Prince Moulay Rachid did not seek to press charges, on 23 February, Fouad Mourtada was sentenced to three years in jail and fined 10,000 dirhams (~1,350 USD).",1231,unrelated
Gateshead Council invited tenders in August 2008 from commercial organisations interested in undertaking the development.,1232,unrelated
"In March 2004 Tilson was offered the job of manager on a full-time basis, and accepted the offer.",1233,unrelated
They announced their engagement on 23 June 2010.,1234,unrelated
The ISC itself says it is independent because it is composed of cross-party MPs and Peers and gained stronger powers under the Justice and Security Act 2013.,1235,unrelated
Yorkshire businessman Guy Brudenell had challenged Sentamu to do the jump at a charity dinner and Brudenell also took part in the jump on the day.,1236,unrelated
"It cost £25,000, which was paid for by the club, Blackpool Council and Blackpool fans.",1237,unrelated
Overall chaos reduced the amount of available oil to the point at which the UN had to import its jet fuel.,1238,unrelated
An initial fire service estimate was that 90% of the building and 70% of its contents had been saved.,1239,unrelated
"Tournament Director Mike Ganley accepted the player's assurance that the tip had simply fallen off, and no censure was made.",1240,unrelated
"For example, it would be considered illegal state aid by the EU if a government took over an unprofitable company with the sole intent to keep it running at a loss.",1241,unrelated
"The teenagers involved were accused of creating fake Habbo websites in order to lure users into entering their account details, which would then be used to steal virtual furniture bought with real money totalling €4000.",1242,unrelated
Travel writer Ryan Levitt considered the main Tsim Sha Tsui to Central route one of the most picturesque in the world.,1243,unrelated
The 20th century is full of many examples of governments undermining the food security of their own nations – sometimes intentionally.,1244,unrelated
"The sentence was carried out unusually quickly by Japanese standards (condemned prisoners in Japan usually spend many years on death row), and Takuma was executed by hanging only a year later on September 14, 2004.",1245,unrelated
"In retaliation a group of Roma, armed with hatchets and iron bars, attacked the police station of Saint-Aignan, toppled traffic lights and road signs and burned three cars.",1246,unrelated
The gathering was the largest of any of Tunick's UK-based projects to date.,1247,unrelated
She returned to Buckingham Palace the following day.,1248,unrelated
"Tindall was sacked in January 2008 after 12 months in charge, in light of a 2007–08 season record of only three wins, leaving the club in 19th, five points off of the relegation zone.",1249,unrelated
The area of permanent ice cover shrank by about a third between the 1970s and 2006.,1250,unrelated
"On 19 February 2010, the 537th anniversary of Copernicus' birth, IUPAC officially accepted the proposed name and symbol.",1251,unrelated
"He denies killing and torturing tens of thousands of his opponents, although in 2012 the UN's International Court of Justice (ICJ) ordered Senegal to put him on trial or extradite him to face justice overseas.",1252,unrelated
"A third man, Tobias Davies, received a 12-month prison sentence for assaulting Shane Awoo, but had not been present when the other two men attacked him and chased him into the pool where he drowned.",1253,unrelated
The Hong Kong authorities also refused to admit him and he returned to Thailand the next day.,1254,unrelated
In terms of points they were nearer to the relegation zone than the playoff zone when he resigned in February 2006 after being put under a lot of pressure by the Forest fans.,1255,unrelated
It was returned to Uzbekistan in 1924.,1256,unrelated
It is a frequent target for the forces of evil.,1257,unrelated
"The club returned to Raydale Park in May 2009 which it now leases from the Raydale Partnership, a community group of which Gretna Supporters Society is a member.",1258,unrelated
"It was presumed that the creature was still at large, if it existed at all.",1259,unrelated
"Yet another drawback is that many sites do not work without client-side scripting, forcing users to disable protection for that site and opening their systems to vulnerabilities.",1260,unrelated
"The companies involved were fined £157,250.",1261,unrelated
In September 2012 union membership dropped below 6 million for the first time since the 1940s.,1262,unrelated
The Premier League responded by announcing their intention to resist such a reduction.,1263,unrelated
Blaine was unable to pass out fliers to people walking into the Mass offered by Cardinal Law.,1264,unrelated
It is unclear to what extent all these groups are co-ordinated.,1265,unrelated
"Some of the attendees stated that they had been paid to come, were forced to come by their employers, or were misled into believing that they were going to attend a folk festival instead.",1266,unrelated
The incoming seven would have an average age of 50.,1267,unrelated
"Earlier the same day, Clinton had released her delegates, allowing them to vote for Obama.",1268,unrelated
A new sticker campaign was launched which encouraged people to return any mail which was incorrectly addressed.,1269,unrelated
He also said a referendum on a new constitution could be held in March.,1270,unrelated
The French Senate voted to repeal the prohibition in mid-April 2011.,1271,unrelated
Hardcore pornography was legalized in the UK in 2000.,1272,unrelated
The abolition of the poll tax was announced on 21 March 1991.,1273,unrelated
"Werbeniuk took it in good humour, asking the audience ""who did that?"" as if insinuating that the noise was attributed to flatulence.",1274,unrelated
The Olympic laboratory tested up to 400 samples every day for more than 240 prohibited substances.,1275,unrelated
UAE troops have been welcomed by the country as allied Muslim soldiers and the Emirati soldiers compliment the Afghan hospitality they encounter.,1276,unrelated
He was assassinated by the IRA in 1979.,1277,unrelated
She was discharged from the Baptist Children's Hospital on 20 February 2007.,1278,unrelated
"In secret, Labour's aim became to secure second place.",1279,unrelated
Steel's dreams of a big political breakthrough were left unfulfilled.,1280,unrelated
"The intended red card would have been a protest against his country's authorities, who were alleged to be depriving the players of their earnings.",1281,unrelated
There are claims that the numbers of Christians killed for their faith annually are greatly exaggerated.,1282,unrelated
Nobody was injured in the morning blast but there was substantial damage to surrounding buildings.,1283,unrelated
"Whelan resigned as chairman on 3 March 2015, remaining as owner but handing over the chairmanship to his grandson David Sharpe.",1284,unrelated
"In March 1977, the first Referendum for Self Determination was held with the support of the United Nations; 82% of the participants voted for independence.",1285,unrelated
Her punishment has been suspended while her case is re-examined.,1286,unrelated
He had fallen out with manager Kean after returning late for pre-season training.,1287,unrelated
"However, in the final hearing, McLaren were found guilty and the team were excluded from the constructors' championship and fined $100M.",1288,unrelated
"Some foreign observers were also skeptical, questioning if China was inflating a terror threat to justify a clampdown on dissidents before the Olympics.",1289,unrelated
On April 2002 The Commission released its decision (with a clarification in 2003).,1290,unrelated
"Some Oxford fans were unhappy about the decision to renew Wilder's contract, having pressed for his sacking during the second half of the 2012–13 season.",1291,unrelated
"Young was one of the performers at the BBC's ""Live at Blackpool"" programme on BBC Radio 2 on Saturday 5 September 2009.",1292,unrelated
These embryos can be harvested for patient matching embryonic stem cells.,1293,unrelated
"Prior to this, the last execution in Ohio was in January 2014.",1294,unrelated
"There was no confirmed death toll but at least 30 civilian deaths had occurred according to the military source, whereas a local official stated at least 73 locals, including women and children, were killed.",1295,unrelated
The show was later cancelled in September 2006.,1296,unrelated
"He was the former owner of Blackburn Rovers,.",1297,unrelated
"Shortly before her death she asked that details of her condition be kept secret from her former husband, and it was alleged that she also ""left instructions that he should not be invited to attend her funeral"" although this has since been rebutted by Cheryl's sister Carol.",1298,unrelated
"Pakistan supplied these groups with logistical support, arms, recruits and training.",1299,unrelated
For the centenary season this was accompanied by the words '100 YEARS' and 'CENTENARY 2005–2006' on the top and bottom of the crest respectively.,1300,unrelated
"On 10 September 2016 she announced she was re-joining the Conservative Party ""with tremendous pleasure"" and would sit on the Conservative benches in the House of Lords.",1301,unrelated
This claim was abandoned in December 2005; the costs of the two cases amounted to around £40m.,1302,unrelated
"This proposes to eliminate the need for refrigerating vaccines, thus making dry vaccines more widely available throughout the developing world where refrigeration, electricity, and proper storage are less accessible.",1303,unrelated
Human remains found in a church in Porto Ercole in 2010 are believed to almost certainly belong to Caravaggio.,1304,unrelated
"Below the carousel, boxes contain links to the most popular video material, web articles and pages on the site, as well as TV and Radio listings alongside an A-Z list of the BBC's top level domains.",1305,unrelated
"It subsequently dominated the men's market and began to expand internationally, being published in 27 countries including Pakistan and India.",1306,unrelated
Their trial is the first held in Germany for crimes against this law.,1307,unrelated
Police fired at protesters killing one 14-year-old boy and wounding many others.,1308,unrelated
She entered the room and was shot once in the back as she attempted to flee.,1309,unrelated
"A migration law passed in 2008 gives immigrants the same rights and opportunities that nationals have, with the requisite of proving a monthly income of $650.",1310,unrelated
"Regarding Starbucks' frequent reports of loss in the UK, the CFO told the committee that Starbucks are ""not at all pleased"" about their financial performance in the UK.",1311,unrelated
"On the day he was buried in the city, 100,000 people lined the route from his home on the Cregagh Road to Roselawn cemetery.",1312,unrelated
"During the sixteen-year period, re-runs of the series covered every episode broadcast between 16 October 1984, and 8 March 2007.",1313,unrelated
Root cuttings should be taken in spring.,1314,unrelated
The final edition also included a 48-page pullout documenting the history of the paper.,1315,unrelated
"However, the robbery was discovered by police, and the would-be robbers initiated a siege by taking hostages.",1316,unrelated
"Japanese fans had to be protected by the police, and bussed to safety.",1317,unrelated
"In another instance, Uruguayan UN soldiers were recently convicted of raping a Haitian boy, sparking protests that called for the withdrawal of UN peacekeeping forces.",1318,unrelated
"The action was described as ""precautionary"" as no archival evidence could be found to confirm that he had received it in the first place.",1319,unrelated
"However, on April 30, 1993, she was the victim of an on-court attack, when a man stabbed her in the back with a 9-inch (23&#160;cm) long knife; Seles did not return to tennis for over two years.",1320,unrelated
"Singers still has a presence in the town, as does Butler and Tanner, although the latter (now named Butler Tanner and Dennis following a take-over) hit major financial difficulties in 2008, and made two-thirds of its workforce redundant.",1321,unrelated
"He faced arrests, tear gas and temporary blockades of union offices, and Obasanjo introduced legislation to make it more difficult for the NLC to strike.",1322,unrelated
The transition process was difficult for the majority of the population which plunged into poverty.,1323,unrelated
"In 2005, she was decommissioned and eventually sold for scrap to the Turkish company Leyal Ship Recycling in February 2011.",1324,unrelated
"Potential predators who go near their nest will be quickly dived at by the parent bird, which usually targets the head of the intruder – a practice known as 'dive bombing'.",1325,unrelated
"On 13 December 2006, he was found guilty and sentenced to 15 years in prison.",1326,unrelated
"In August 2011, King Abdullah recalled the Saudi Ambassador from Damascus due to the political unrest in Syria and closed its embassy.",1327,unrelated
This event apparently did not go down well with Mourinho and may have contributed to his surprise departure.,1328,unrelated
He was known for his ability with the ball and skill at dispossessing opponents.,1329,unrelated
"Its report is expected to be published in early 2010, before any business case to reopen the lines can be developed.",1330,unrelated
An employee of Lloyds was filmed telling a customer how several mechanisms could be used to make their transactions invisible to the UK tax authorities.,1331,unrelated
"The first person to arrive at the scene to render aid was a motorist, Graham Pearson.",1332,unrelated
Indian officials argued that India's refusal to sign the treaty stemmed from its fundamentally discriminatory character; the treaty places restrictions on the non-nuclear weapons states but does little to curb the modernisation and expansion of the nuclear arsenals of the nuclear weapons states.,1333,unrelated
It praised the humor and menace displayed in the library scenes.,1334,unrelated
"However, almost half of the shares allocated to them had been sold within a few weeks of the sale.",1335,unrelated
In 2012 a £60 million plan was unveiled to revamp the square.,1336,unrelated
Liverpool won on penalties without his help but Alonso still earned his first FA Cup winners' medal.,1337,unrelated
"It has been suggested that this expense and the quality of the celebrity it bought contributed to the negative reception, but it was also noted a very small minority of people that were involved in the booing.",1338,unrelated
"Argentina, which lays claim to part of the area, criticised the naming.",1339,unrelated
"Marches were also held in Paris, Moscow, Budapest, Warsaw and Dublin.",1340,unrelated
IAG said it would continue the attempts to sell both airlines.,1341,unrelated
"It did, and Landis was suspended from professional cycling and dismissed from his team.",1342,unrelated
"Red Bull team principal Christian Horner said: ""That was the most blatant team order ever"".",1343,unrelated
"Upon his release the parole board received a letter from Dutroux's own mother to the prison director, in which she stressed concern that he was keeping young girls captive in his house – which was essentially ignored.",1344,unrelated
In the 64th minute he scored the equaliser after Italy had taken the lead in the 61st minute; the game finished in a 1–1 draw.,1345,unrelated
From a legal perspective this case is interesting as it was also the first time that a British jury had travelled overseas to view the scene of a crime.,1346,unrelated
"Amazon eventually reneged on the terms of the contract by allowing third-party retailers to use its marketplace to sell toys, citing Toys ""R"" Us's failure to carry a sufficiently large range of goods, including the most popular lines.",1347,unrelated
"Problems found include lack of an effective bird control plan, unsuitable temporary repairs to the area where planes park and poor runway drainage.",1348,unrelated
"The movement has grown in organisational strength and in its own missionary programme and has expanded to over 200 countries as of 2014 but has received a largely negative response from mainstream Muslims who see it as heretical, due mainly to Ghulam Ahmad's claim to be a prophet within Islam.",1349,unrelated
He said he was very proud to have taken part in the transformation of the sport.,1350,unrelated
"The airline is expecting to carry around 500,000 passengers a year, with all 5 allocated aircraft being based around the Flybe network overnight.",1351,unrelated
"However, since 1994, South Korean POWs have been escaping North Korea on their own after decades of captivity.",1352,unrelated
"Prior to the start of the 2012-13 season the women's event was competed over a distance of 3&#160;km, by a team of 3 riders.",1353,unrelated
"In September 2012 Groupe Ludendo, a toy retailer based in France with shops also located in Belgium, Spain and Switzerland, bought Hamleys for a reported £60 million.",1354,unrelated
Management of the estate was returned to the National Trust in 2016.,1355,unrelated
"The Diplock courts were shut in 2007, but between 1 August 2008 and 31 July 2009, 13 non-jury trials were held, down from 29 in the previous year, and 300 trials per year at their peak.",1356,unrelated
"On a rainy night in Sydney, Michalak endured a nightmare game with the boot, scoring only once from five attempts before eventually getting replaced as France, despite scoring first, went on to lose the game 24–7.",1357,unrelated
There are currently about 1300 church congregations linked to Affinity.,1358,unrelated
The government has stated that the issue will be put to a vote once an accession agreement has been negotiated.,1359,unrelated
In March 2009 it was announced that the Treasury would lend £2bn of public money to private firms building schools and other projects under PFI.,1360,unrelated
A number of shows were shuffled to incorporate the new line up.,1361,unrelated
"Today it is avowedly a viewspaper not merely a newspaper"".",1362,unrelated
Khamenei ordered a review of the sentence against Aghajari and it was later commuted to a prison sentence.,1363,unrelated
Citizenship) Bill 1988–89; the Adoption (Amendment) Bill 1989–90; the Dogs Bill 1989–90; the Pet Animals (Amendment) Bill 1990–91; the Protection Against Cruel Tethering Act 1988; the Human Fertilisation (Choice) Bill 1992–93; the Voluntary Personal Security Cards Bill 1992–93; the Football Matches (Violent and Disorderly Conduct) Bill 1992–93; the Newly Qualified Drivers Bill 1993–94; the Coercion in Family Planning (Prohibition) Bill 1994–95; the Freezing of Human Embyros Bill 1995–96; the Abortion (Amendment) Bill 1996–97; the Reform of Quarantine Regulations Bill 1997–98; and the Voluntary Personal Security Cards Bill 1997–98.,1364,unrelated
"On 15 March, Ethiopian ground forces attacked Eritrean military posts that they stated were bases in which Ethiopian rebels, including those involved in the January kidnappings, were trained by the Eritreans.",1365,unrelated
It is the oldest continuously inhabited town in Shropshire.,1366,unrelated
"In the basement of the Ministry of the Interior or ""the horror chambers"" around 2,000 political prisoners were held and tortured during the 1971-1978 military rule.",1367,unrelated
"His roles within the party suggest he was well entrenched in the upper echelons of the CPK, and a leading figure in the ruling elite.",1368,unrelated
"During Black Friday sales in 2014, police forces were called to stores across Britain to deal with crowd control issues, assaults, threatening customers and traffic issues.",1369,unrelated
Fighting also occurred between rival supporters outside the stadium.,1370,unrelated
Their design is based on the old Series A notes.,1371,unrelated
"Up to 300,000 Angolans died in the civil war.",1372,unrelated
The new classification reflects concerns raised with 17 and 18 year olds in New Zealand being at a higher risk of suicide.,1373,unrelated
"The Vikings were simply people (of any ethnicity, or origin) partaking in the raid (known as ""going viking"").",1374,unrelated
"The Gambian Government said it had ""decided that The Gambia will never be a member of any neo-colonial institution and will never be a party to any institution that represents an extension of colonialism"".",1375,unrelated
"But for some reason he shook his head; he did not want it"".",1376,unrelated
Newcastle lost the game 2–0.,1377,unrelated
"Darling said that ""the claims were made within House of Commons rules"".",1378,unrelated
"The FRA claims this assassination attempt and demanded the withdrawal of 3,000 French soldiers deployed in Afghanistan.",1379,unrelated
"It also had a deep impact upon Basque society, and, in an unprecedented move, even some of ETA's own supporters publicly condemned the killing.",1380,unrelated
"The following month he was charged with drunk driving, driving without a licence, and driving without insurance.",1381,unrelated
