Headline,Body ID,Stance 
"The couple travelled all over the world to research the book, which took 12 years to write.",1093,agree
A nurse who posed for the top right panel in 1959 attended the rededication service in October 2010.,1094,agree
The service closed on 13 December 2006.,1095,agree
"Further wreath-laying ceremonies are observed at most war memorials across the UK at 11&#160;am on 11 November, led by the Royal British Legion.",1096,agree
They were arrested by the government and no injuries were reported.,1097,agree
"He doesn't necessarily say explicitly this is what it is, but he creates meaning where there is none by cutting things together,"" Stone remarked in a later interview.",1098,agree
"In 1998, 3,000 CCTV systems were in use in New York City.",1099,agree
The driver cannot tell which cameras are 'entry' and which are 'exit' making it difficult to know when to change lane.,1100,agree
The cameras were switched back on in April 2011 after a new source of funding was found for them.,1101,agree
Members of the opposition made accusations that the government had failed to protect Muslim people in the worst rioting in India in more than 10 years.,1102,agree
"The encounters go largely uninvestigated by the authorities, and the perpetrators are spared criminal prosecution.",1103,agree
They also say that many of the missing people have crossed into Pakistan-administered Kashmir to engage in militancy.,1104,agree
"The Last Post as played at the end of inspection typically lasted for about 45 seconds; when played ceremonially with notes held for longer, pauses extended, and the expression mournful, typical duration could be 75 seconds or more.",1105,agree
Congress to fund the program.,1106,agree
The wheels are again 20 inches for the back wheel and 16 for the front wheel.,1107,agree
Stiles sold the medals so that his family could benefit from the proceeds.,1108,agree
"He served a tenure as deputy minister for tourism, and also served as the president of Sri Lanka Cricket until December 2008.",1109,agree
Heseltine walked out of a meeting at Number 10 concerning his views on the future of the Westland helicopter company were being ignored at the time.,1110,agree
"His seemingly random hitting of bars was a familiar noise in the city centre and, despite his lack of musical ability, his excitable and enthusiastic approach to his instrument endeared him to the Nottingham public and also earned him something of a cult following.",1111,agree
"The Institute of Contemporary History (IfZ) in Munich, which is preparing the translation, announced that it intended to proceed with publication after the copyright expired.",1112,agree
He later claimed that his remarks had been misconstrued.,1113,agree
"We must not expend all our limited resources in trying to make water flow uphill"".",1114,agree
"In the reshuffle, Howe was also offered, but turned down, the post of Home Secretary.",1115,agree
"He only then understood what he had done"".",1116,agree
Between 2001 and 2011 he provided £2 million of funding for Progress.,1117,agree
"They will scent-mark their owner and the house (their ""territory"").",1118,agree
Cable TV is available in most urban areas.,1119,agree
He suggested that the problems could be tied to repression of the past and colonial practices.,1120,agree
A person purporting to be Omar reportedly hailed their release.,1121,agree
Howard was also nominated for the January 2007 Championship player of the month award and was awarded the Jack Stamps Trophy as Derby's Player of the Season for 2006–07.,1122,agree
Howard was usually cited as a typical target man and renowned for his aerial strength.,1123,agree
"It proved to be his last contribution for Derby County, and the club confirmed there was interest shown in Howard from other clubs in December.",1124,agree
"A unique signature whistle develops quite early in a dolphin's life, and it appears to be created in an imitation of the signature whistle of the dolphin's mother.",1125,agree
There is evidence that other species of dolphins may also have dialects.,1126,agree
"On 15 May 2003, he received two life sentences for murder, as well as three years for breaking into Marike de Klerk's apartment.",1127,agree
"This has been welcomed by various Chinese activists, but was regarded by some as a measure to maintain social stability and not believed to herald a changing of the Party's official position.",1128,agree
"The donations, through the Garland Appeal, were made on the condition no animals would be used for testing purposes.",1129,agree
"Such studies shed light on the causes of this activity, possibly helping to forecast future flares and thus minimize their dangerous effects on satellites and astronauts.",1130,agree
She was discharged from the Baptist Children's Hospital on 20 February 2007.,1131,agree
"Support was discontinued on December 31, 2001.",1132,agree
Restored and in service.,1133,agree
"On 31 March 2015, it was announced the company was buying the bulk of Thwaites beer supply business outright and the top two brands Wainwright and Lancaster Bomber for around £25m.",1134,agree
"His investiture, by the Queen, took place on 12 October 2011 and he became Sir Bruce Forsyth CBE.",1135,agree
"Neanderthals died out in Europe between 41,000 and 39,000 years ago, apparently coinciding with the start of a very cold period.",1136,agree
"In December 2013, a cull was organised and marksmen killed ten hyenas which had occupied wasteland near the city centre.",1137,agree
"After both their marriages failed, she contacted him and they restarted their relationship in 1995.",1138,agree
The confrontation came days after McGrath had left his wife and two young children.,1139,agree
"The Band Aid Trust complained to the BBC Editorial Complaints Unit regarding the specific allegations in the BBC World Service documentary, and their complaint was upheld.",1140,agree
"The country voted against AV, with 32% in favour and 68% against.",1141,agree
The image was said to have been drawn when Andy was nine or 10.,1142,agree
"She is believed to have been murdered about 1,800 years ago.",1143,agree
"His departure marked the climax of increasing tensions between Keane and the United management and players since the club's pre-season training camp in Portugal, when he argued with Ferguson over the quality of the set-up at the resort.",1144,agree
His achievements also earned him the Championship Manager of the Year award.,1145,agree
"He was angered by the late arrival of the squad's training equipment, which had disrupted the first training session on a pitch that he described as ""like a car park"".",1146,agree
It was here that McCarthy announced that he had dismissed Keane from the squad and sent him home.,1147,agree
"He was unable to prevent Rochdale from progressing 4–2 on penalties, despite saving one of the spot-kicks.",1148,agree
"The company’s chairman, Peter Löscher, said that ""Siemens was ending plans to cooperate with Rosatom, the Russian state-controlled nuclear power company, in the construction of dozens of nuclear plants throughout Russia over the coming two decades"".",1149,agree
It is common for both parties in a conflict to describe each other as terrorists.,1150,agree
"Some claim that attempts to profile terrorists based on personality, physical, or sociological traits are not useful.",1151,agree
The culprits received long prison sentences in 2008.,1152,agree
But in July 2005 he was fired after a nine-game winless streak.,1153,agree
The rise of McRefugees was first documented by photographer Suraj Katra in 2013.,1154,agree
"Harriers also lost the second leg, again in front of a sell out crowd 3–1, confirming a 5–2 aggregate loss and Conference football for another season.",1155,agree
"In response, he was immediately removed from his Vatican post within the Congregation for the Doctrine of the Faith.",1156,agree
"For example, it would be considered illegal state aid by the EU if a government took over an unprofitable company with the sole intent to keep it running at a loss.",1157,agree
"The Commission stated that as a result, Apple would have to pay €13 billion in back taxes to the Irish government.",1158,agree
The lid had to remain closed until the telescope was well into space to prevent contamination.,1159,agree
"The parents were thereafter found innocent, but the cause of death was not officially listed as a dingo attack until 12 June 2012.",1160,agree
It is not on any official record that Chief Obassanjo was indicted.,1161,agree
"He faced arrests, tear gas and temporary blockades of union offices, and Obasanjo introduced legislation to make it more difficult for the NLC to strike.",1162,agree
In return he publicly supported Obasanjo and endorsed his candidacy when he was re-elected in 2003.,1163,agree
"Red Bull team principal Christian Horner said: ""That was the most blatant team order ever"".",1164,agree
"The next day, Vettel won, with Webber second.",1165,agree
"Scientists have described these as a ""waste of time and money"".",1166,agree
"According to a French spokesman, French forces repelled the assault and counterattacked, killing 30 rebels.",1167,agree
"His own party supported the changes but the elements of the ruling coalition resisted, with the strongest opposition coming from the Democratic Party of Côte d'Ivoire.",1168,agree
"Leeds manager Dennis Wise decided not to appeal against the decision, so Nicholls missed Leeds' following three matches over the Christmas period.",1169,agree
"His actions during the Algerian War, and later defense of those actions, caused considerable controversy.",1170,agree
"In February 2014, the Strathspey Railway used this steelwork to replace the missing bridge over the River Dulnain.",1171,agree
He entered politics in 1997 after his brother's victory and was appointed deputy minister of health.,1172,agree
"In Italy, the pill must be prescribed and used in a clinical structure and is not sold at chemists.",1173,agree
"According to witnesses and media, between five and eight suspects escaped that day.",1174,agree
The investigation revealed that they had been bought from a retired miner who still had access to blasting equipment.,1175,agree
"Owing to its focus on small cars, a strong yen and stringent US safety regulations which have hurt growth, Suzuki Motors announces it will discontinue building autos for the US market and focus instead on motorcycles, ATVs and marine equipment.",1176,agree
They were surprised to find that an air-breathing animal could survive in such a location.,1177,agree
"Later, Interior Minister Dušan Mihajlović denied that Milošević had been involved in Stambolić's death at Fruška Gora.",1178,agree
In 1999 the show won the National Television Award for Most Popular Comedy Programme.,1179,agree
Brown was appointed as the new Commissioner in September.,1180,agree
"He was acquitted of direct involvement in the murder or cruel treatment of Serbs, and of responsibility for the ""wanton destruction"" of homes and property.",1181,agree
"On 3 July 2008, the Appeals Chamber of the ICTY reversed the Trial Chamber's conviction and acquitted Orić of all charges brought against him.",1182,agree
"Fraudsters may sometimes turn up a few years after disappearing, claiming a loss of memory.",1183,agree
"In 2010, this was changed so that users could label images as suitable for stock use themselves.",1184,agree
"Over the subsequent few weeks, around 80 people were killed as a result.",1185,agree
Labour came in third with 15 seats.,1186,agree
"As a member of local Territorial battalion of the Highland Light Infantry, he was mobilised immediately.",1187,agree
This was a prerequisite set by the LTTE for the signing of the agreement.,1188,agree
Bethlehem has over 30 hotels and 300 handicraft workshops.,1189,agree
"During Black Friday sales in 2014, police forces were called to stores across Britain to deal with crowd control issues, assaults, threatening customers and traffic issues.",1190,agree
Demand surged in the new century because of its relative simplicity and portability.,1191,agree
"In Afghanistan, following recent elections, the proportion of female political representatives is one of the highest in the world.",1192,agree
"The EU, as host party for the ITER complex, is contributing about 45 percent of the cost, with the other six parties contributing approximately 9 percent each.",1193,agree
The ITER fusion reactor has been designed to produce 500 megawatts of output power for around twenty minutes while needing 50 megawatts to operate.,1194,agree
"Two houses at the foot of Boyle Farm Road, on the flood's downwards rush to the Thames, were reportedly also badly hit.",1195,agree
"He helped them to promotion in 2001–02, before being released at the end of the season.",1196,agree
"The new losses, combined with 7,500 job cuts announced in 2011 and 2012, amount in total to 20% of its workforce.",1197,agree
The BBC claim Whiley herself was unaware of the deception at the time of its broadcast.,1198,agree
It celebrated 50 years of operation in 2015.,1199,agree
"Amazon eventually reneged on the terms of the contract by allowing third-party retailers to use its marketplace to sell toys, citing Toys ""R"" Us's failure to carry a sufficiently large range of goods, including the most popular lines.",1200,agree
Intel has denied these claims.,1201,agree
Intel reported that it was cooperating with investigators.,1202,agree
The prosecution was brought by the RSPCA with evidence from the International Fund for Animal Welfare (IFAW).,1203,agree
"Susan kept in contact with Birks throughout his service, although she apparently lost contact with him for some time in mid-1917.",1204,agree
"There, he visited his old school and gave them a Turkish flag that he has attained while in Gallipoli.",1205,agree
They sailed from London on the SS Otway disembarking in Melbourne.,1206,agree
"He later sued the company and won a £120,000 award.",1207,agree
"The Communications Minister of Cameroon, Issa Tchiroma, denied the allegation of persecution of homosexuals.",1208,agree
"The movement has grown in organisational strength and in its own missionary programme and has expanded to over 200 countries as of 2014 but has received a largely negative response from mainstream Muslims who see it as heretical, due mainly to Ghulam Ahmad's claim to be a prophet within Islam.",1209,agree
"The largest demonstration comprised mainly Muslims, there was also a separate demonstration mainly made up of communists.",1210,agree
"Marches were also held in Paris, Moscow, Budapest, Warsaw and Dublin.",1211,agree
"Additionally, in London, organizers claim 100,000 attended similar protests, but police place the figure at 10,000.",1212,agree
"Demonstration organizers in London said this marks the first coordinated protest in Iraq, Britain and the United States.",1213,agree
Edinburgh protesters marched along Princes Street to a mass rally in the city's Meadows area.,1214,agree
"Speakers included Maxine Gentle, whose soldier brother Gordon was killed in Iraq.",1215,agree
"According to al-Waleed, the magazine used an ""irrational and deeply flawed valuation methodology, which is ultimately subjective and discriminatory"".",1216,agree
Poor ratings and criticism of the program led to its cancellation in 2010.,1217,agree
"Nokia-Siemens later divested its call monitoring business, and reduced its activities in Iran.",1218,agree
One passenger was killed and 42 were injured.,1219,agree
"In November 2013, four Somali-Kenyan herdsmen from northeast Kenya successfully used persistence hunting in the heat of the day to capture cheetahs who had been killing their goats.",1220,agree
"Methodists saw alcoholic beverages, and alcoholism, as the root of many social ills and tried to persuade people to abstain from these.",1221,agree
In 2013 funding was confirmed to convert the derelict building into offices.,1222,agree
"Although the films were very often panned by critics, they proved very popular with audiences.",1223,agree
"Due to his attire, he was dubbed the ""man in black"".",1224,agree
The detection marked the first time that the accurate location of a short-duration gamma-ray burst had been identified and the first detection of X-ray afterglow in an individual short burst.,1225,agree
The vehicle was moved after 2 days in position at Paddington to Old Oak Common Depot to be taken away by road for Assessment and repair work.,1226,agree
Notable modern history includes Simon White scoring 313 not out against Herongate and Robert Pritchard scoring eight consecutive ducks between 2011 and 2013.,1227,agree
"Because of this, the Moon's solar illumination varies much less with season, and topographical details play a crucial role in seasonal effects.",1228,agree
Since this incident Wilders has been under constant security protection because of frequent threats to his life.,1229,agree
The ruling gave same-sex couples in such relationships the same financial and social rights enjoyed by those in mixed-sex ones.,1230,agree
"In addition, Judge Zilly ruled in favor of the Valve motion regarding the contractual limitation of liability, allowing Valve to recover copyright damages for any infringement as allowed by law without regard to the publishing agreement's limitation of liability clause.",1231,agree
They also criticised Britain's ambassador to Lebanon for eulogising him.,1232,agree
"By May 2010, 21 countries had submitted applications to ICANN, representing 11 languages.",1233,agree
Her last poetry was published later in 2012.,1234,agree
The meat is stored and eaten throughout the winter.,1235,agree
SAP aims to compose 1% of its workforce with autistic people by the year 2020.,1236,agree
The controversy sparked by this choice of illustration was reported internationally.,1237,agree
The surface platform lander will then deploy ramps for the rover to drive down.,1238,agree
"Despite the proposed reorganisation, the goals of the 2018 mission opportunity would have stayed broadly the same.",1239,agree
"It has been an important coal mining area since the late 19th century, when it became a heavily industrialised territory.",1240,agree
Businesses in the area wanted an easier route to get their goods out of the area.,1241,agree
"The Irish Guards still wear shamrock on this day, flown in from Ireland.",1242,agree
The organisers describe it as the third biggest parade in the world after Dublin and New York.,1243,agree
The area of permanent ice cover shrank by about a third between the 1970s and 2006.,1244,agree
"He netted in games against West Ham, which made him a local hero.",1245,agree
"Along with holding races at night, other Grands Prix in Asia have had their start times adjusted to benefit the European television audience.",1246,agree
"Schumacher set many new records, including those for Grand Prix wins (91), wins in a season (thirteen of eighteen), and most Drivers' Championships (seven).",1247,agree
"The number one is reserved for the reigning Drivers' Champion, who retains his previous number and may choose to (but doesn't have to) use it instead of the number one.",1248,agree
"It will be the end of us but it will sink him too"".",1249,agree
"His father, John Bell, a toolmaker, left before Bell was born.",1250,agree
"She was impressed by Gahan's vocals on the track ""Hidden Houses"", which she called ""deliciously devilish and angelic in equal measure"" and said that it ""demonstrates a vocal range rarely seen in the Mode back catalogue"".",1251,agree
"Some modern accounts state that he visited Tibet, most of South Asia and Arabia starting in 1496, at age 27, when he left his family for a thirty-year period.",1252,agree
Slavs were captured and enslaved by the Muslims of Spain during the ninth century AD.,1253,agree
"In March 2010, after nearly four years of tree-sitting, the local council voted unanimously to turn down the application for development.",1254,agree
She was forced down from the tree 15 months later due to a bushfire.,1255,agree
When the school closed the pupils were enrolled in the various other schools in Brighton and Hove.,1256,agree
Posner and the new Board of Directors subsequently invested further sums to ensure the club could survive and that Halifax would be playing in National League One during 2007.,1257,agree
"A fifth woman claimed Schwarzenegger tried to take off her bathing suit in a hotel elevator, and the last said he pulled her onto his lap and asked her about a sex act.",1258,agree
Europe contest.,1259,agree
Schwarzenegger severed his financial ties with the business in early 2000.,1260,agree
"My subordinates followed my orders,"" he told an Argentine court.",1261,agree
"Following widespread criticism and pressure from listeners, the decision was reversed and the original unedited version of the song was reinstated, with clarification from Andy Parfitt, the station controller, that in the context of the song the lyrics had no ""negative intent"".",1262,agree
"He went on to describe the families of the Lockerbie victims as ""trading with the blood of their sons and daughters"" and being very ""greedy"": ""They were asking for more money and more money and more money"".",1263,agree
"And they didn't"".",1264,agree
"The order was imposed after a ""compelling case"" made by prosecutors, despite overwhelming media opposition brought by a legal challenge to the ruling.",1265,agree
"On 2 June 2013, a memorial was opened on the green at Praa Sands.",1266,agree
"While 2,000 Turks left Austria in the same year, 10,000 immigrated to the country, confirming a strong trend of growth.",1267,agree
Work on the new trains began shortly thereafter with the units entering service from 2011 onwards.,1268,agree
The OSCE faced criticism of partisanship and double standards due to Hastings's past and the fact that the OSCE's mandate was to promote democracy and the values of civil society.,1269,agree
"It had R&amp;D centres in the US and Japan, and production facilities in the US, Europe and the Far East.",1270,agree
"Mo Ostin, the principal executive at DreamWorks Records, said: ""Despite the challenges of the music business today, Universal is acquiring a wonderful asset and the sale will assure the strongest possible future for our artists"".",1271,agree
"The bank gave customers 35 days' notice, after which they would not be able to spend more on their cards.",1272,agree
This led to speculation that the move was an attempt to remove customers who did not accumulate interest on their accounts and therefore did not generate profit for the bank.,1273,agree
"In the United Kingdom, legislation banning them outright came into effect on 1 October 2011.",1274,agree
A group called the Mujahideen Shura Council released the hostage video.,1275,agree
"Top Sunni cleric Mohamed Sayed Tantawi condemned the killing as a ""crime against religion, morality and humanity and a crime that goes against honour and chivalry"".",1276,agree
"Some have also described Ibn al-Haytham as the ""first scientist"" for his development of the modern scientific method.",1277,agree
It is unclear to what extent all these groups are co-ordinated.,1278,agree
"Now that they were becoming a reality, Brooker felt it was time to stop.",1279,agree
There are claims that the numbers of Christians killed for their faith annually are greatly exaggerated.,1280,agree
Implants into humans were anticipated to start in 2015.,1281,agree
"Libya's rebels said sheltering Gaddafi family members was an act of aggression, and called for their extradition.",1282,agree
"The storm is 8,000 kilometers (5,000&#160;mi) across, and 70 kilometers (43&#160;mi) high, with winds blowing at 560 kilometers per hour (350&#160;mph).",1283,agree
It also sees continued use as an embedded OS in retail cash tills.,1284,agree
Labelling a breed as aggressive makes those dogs more difficult to rehome.,1285,agree
"Ecstasy was ranked 16th in dependence, physical harm, and social harm.",1286,agree
"A wild brawl broke out in the tunnel involving players and team officials, with both teams' managers having to be restrained by officials, and referee Mark Courtney had to be escorted from the field under police protection.",1287,agree
Several arrests were made.,1288,agree
"Bodjongo was taken to a hospital, but he later died from a traumatic brain injury.",1289,agree
"On retaliating, he was sent off, prompting more pitch invasions which led to the match being abandoned.",1290,agree
"More than 11,000 of the posts were erected across Britain to enable surveyors to create maps accurate to within metres by measuring angles and using trigonometry to calculate distances between the pillars.",1291,agree
"WPC Fletcher, 25, died soon afterwards at Westminster Hospital.",1292,agree
"On 24 July 2007, Paterson signed a three-year contract with Gloucester.",1293,agree
WR chief executive Mike Miller endorsed the concept of a combined British sevens team in 2011 for the 2016 Olympics and beyond.,1294,agree
"On January 8, 1959, Castro and his army rolled victoriously into Havana.",1295,agree
A recent clerical ruling declares terrorism and suicide bombing as forbidden by Islam.,1296,agree
Two Uzbek security guards were killed in both bombings.,1297,agree
"His salary for this work is unknown, although it has been claimed it may be in excess of £500,000 per year.",1298,agree
"The move was described as ""a private matter"".",1299,agree
Bush.,1300,agree
He said he believed the world was safer as a result of the invasion.,1301,agree
"White House sources stated that ""both Israel and the Palestinians had signed up to the proposal"".",1302,agree
"The invasion of Iraq was particularly controversial, as it attracted widespread public opposition and 139 of Blair's MPs opposed it.",1303,agree
The cases were thrown out in 2004.,1304,agree
"Large increases in tourism to the area are expected, as a new highway is constructed, putting pressure on local, traditional cultures.",1305,agree
"However, many widows and human rights groups protested these regulations, denouncing them as humiliating and as encouraging coerced marriages.",1306,agree
Reasons for performing forced marriages include: strengthening extended family links; controlling unwanted behavior and sexuality; preventing 'unsuitable' relationships; protecting and abiding by perceived cultural or religious norms; keeping the wealth in the extended family; dealing with the consequences of pregnancy out of wedlock; considering the contracting of a marriage as the duty of the parents; obtaining a guarantee against poverty; aiding immigration.,1307,agree
"The current signs were switched off on 16 January 2017, with the new screen expected to take their place in the autumn.",1308,agree
"It also had a deep impact upon Basque society, and, in an unprecedented move, even some of ETA's own supporters publicly condemned the killing.",1309,agree
"On October 29, 2013, Blockbuster UK announced it was to go into administration for a second time.",1310,agree
His replacement is Chris Sims.,1311,agree
"White shirts were replaced by the black T-shirts in 2010 at a cost of £100,000 but are retained for court and station duties.",1312,agree
"Designed by Liam O'Connor Architects and Planning Consultants, it was completed in 2007 at a cost of over £6 million and bears the names of over 16,000 service personnel of the British Armed Forces killed since the Second World War.",1313,agree
"Hilco said it was planning to phase out Staples branded shops over the coming months, and the Staples name is set to disappear from the United Kingdom.",1314,agree
Zakai was accused of leaking reports to the media that the IDF wanted to end the operation before the political echelon did.,1315,agree
Such a situation is unique in the world.,1316,agree
"The concert was deemed a stunning success by Sussex police, Fatboy Slim, and the crowd.",1317,agree
"ATOC responded by stating that, as all new vehicles had to be fitted with compliant toilet tanks, withdrawal of the HSTs by the end of 2017 would solve the problem.",1318,agree
"There were some questions, however, over Kennedy's abilities when, at the Liberal Democrat manifesto launch, he was asked about local income tax, but appeared confused on the figures.",1319,agree
Management of the estate was returned to the National Trust in 2016.,1320,agree
"The move is expect to save the council £35 million, with the Trust intending to renew investment in the property.",1321,agree
"He was informed that a barrel of tar had fallen onto the road, and someone poured waste slag from the nearby furnaces to cover up the mess.",1322,agree
"In December 2016, Boeing was on contract for preliminary development worth $170 million.",1323,agree
"BBC World Service radio news reported on 29 January 2013 that approximately 28,000 of the manuscripts in the Institute had been removed to safety from the premises before the attack by the Islamist groups, and that the whereabouts of about 2,000 manuscripts remained unknown.",1324,agree
Some parts of the plant are being entered for the first time in 50 years.,1325,agree
The reactors were run at higher levels of intensity than those on submarines with the intention of discovering any system problems before they might be encountered on board submarines.,1326,agree
This was not revealed to the public until 2014.,1327,agree
Computer modelling and confidence in new reactor designs meant testing would no longer be necessary.,1328,agree
"In late 2000, the Yugoslav dinar was officially dropped, making the Deutsche mark the sole legal tender in Montenegro.",1329,agree
"The number of women employed by the service increased from 33,000 in 1911 to over 102,000 by 1921.",1330,agree
She remained in the good graces of many of her benefactors even after her relationships with them had ended.,1331,agree
"As part of the redevelopment the capacity of Anfield was to increase from 45,276 to approximately 60,000 and would cost in the region of £150m.",1332,agree
"Bennett was promoted from Director of Television to Director of Vision taking ""overall creative and leadership responsibility"" for the commissioning, production and scheduling of television, video and online content across the BBC’s analogue and digital television networks (excluding the BBC News and Parliament channels), the web, mobile phones and interactive technology.",1333,agree
"In a speech to the Royal Television Society in 2007, she articulated a fresh approach to the BBC's mission to inform and educate in the digital era.",1334,agree
There have been rare cases in which a mutation of the same gene has caused severe wrinkling in humans as well.,1335,agree
"The report lists Thailand, China, Nigeria, Albania, Bulgaria, Belarus, Moldova and Ukraine as major sources of trafficked persons.",1336,agree
"On 28 December 2015, Japan and South Korea agreed that Japan would pay 1 billion Yen into a fund for a Memorial Hall of comfort women.",1337,agree
"Holloway's products were said to be able to cure a whole host of ailments, though scientific evaluation of them after his death showed that few of them contained any ingredients which would be considered to be of significant medicinal value.",1338,agree
"It has the largest audience of any BBC channel, with an estimated 76 million viewers weekly in 2014, part of the estimated 265 million users of the BBC's four main international news services.",1339,agree
"Earlier the same day, Clinton had released her delegates, allowing them to vote for Obama.",1340,agree
"Obama accepted his nomination the following night in a speech at INVESCO Field before a record-setting crowd of 84,000 people in attendance.",1341,agree
Two men survived.,1342,agree
"This was an exclusive offer from 5 November to 14 November 2016, with a follow-up DVD release on 21 November 2016.",1343,agree
"By 2013 only a few ULCCs remain in service, none of which are more than 400 meters long.",1344,agree
It has been suggested that Sedgwick is the basis of the Miss Lonely character.,1345,agree
T-Mobile will remain the budget conscious offering and Orange the premium one although there is some overlap as of February 2011.,1346,agree
"He described the trials as ""out of date"" and ""silly"".",1347,agree
Complications with the relationship saw these JVs being wound back by 2005.,1348,agree
"He was ordered by a court on 8 November 2007, to be extradited from the UK to Kenya to face five counts of child stealing.",1349,agree
Contaminated material is stored in a specially-designed building on the site.,1350,agree
The work is expected to last decades.,1351,agree
"After a long fight, she died on 1 December 1998, six days before her 32nd birthday.",1352,agree
Australia went on to win their first Home Nations Grand Slam.,1353,agree
"There have been concerns that the efforts may only be short-term and abandoned following the Games, as there would be little political incentive to continue with them.",1354,agree
Some children were never reunited with their families.,1355,agree
This is no longer being contested by the Guernsey Government and several private firms.,1356,agree
"The attendant will also attempt to keep the restroom area clean, assist with the washing of hands, and if available, provide by request an assortment of cologne, mints, and other disposable items.",1357,agree
Alternative for Germany went on to take seats in three state legislatures in the Autumn of 2014.,1358,agree
"He also remarked that millions of British citizens enjoy alcohol as ""a regular and enjoyable social drink"".",1359,agree
"In August 2005, he signed a new three-year contract with Tottenham.",1360,agree
"News of the sacking was widely known around the ground before the final whistle, before even Jol had become aware of his fate.",1361,agree
"Collectively, it was a successful first season for Jol, as Fulham finished only 12 points and three places outside of Europa League qualification.",1362,agree
Gargan resigned in October 2015.,1363,agree
Cleveland Police favours merging with the southern area of Durham Constabulary.,1364,agree
Most of these economies have traditionally been over-dependent on oil and have had difficulty establishing another pillar in their economies.,1365,agree
"Later, Israeli artillery shelling resumed as a rescue team tried to clear the rubble.",1366,agree
At that time there was no formal ballot for the Conservative Party leadership.,1367,agree
After a nationwide hunt for them they were finally found in London and returned.,1368,agree
The 2009 Eisteddfod was notable because the chair was not awarded to any of the entrants as the standard was deemed to be too low.,1369,agree
"It was reported that Andrew was invited to apply for one of the new roles created by this process, that of operations director.",1370,agree
"Houston was more than a little shocked by his rather crude display of appreciation, but she stayed nonetheless and sang a duet with him before the end of the show.",1371,agree
"In 2003, a 20-year-old was stabbed in the back for ""being ginger"".",1372,agree
"The festival is paid for by the local government in Breda, a city in the south east of the Netherlands.",1373,agree
"The celebrations include crowning the ginger King and Queen, competitions for the best red eyebrows and most freckles per square inch, orchestral concerts and carrot throwing competitions.",1374,agree
The three men were subsequently jailed for a combined total of ten years and one month for the attack.,1375,agree
"Examples cited as Euromyths include stories about rules banning mince-pies, curved bananas and mushy peas.",1376,agree
Joe's appeal to children has made it an American icon among toys.,1377,agree
"A BBC website poll, resulted in 64% of voters stating that his work was their favourite.",1378,agree
The song received acclaim from critics as well as fans; most of them who named it as the album's highlight.,1379,agree
The three bodies feared that Great Britain teams would undermine their independent status—a fear confirmed by FIFA president Sepp Blatter.,1380,agree
"The player selected to be ""it"" then chases the others, attempting to get close enough to ""tag"" one of them (touching them with a hand) while the others try to escape.",1381,agree
"The winner is the last player ""free"".",1382,agree
His career spanned more than 30 years and he was named Radio Personality of the Year three times.,1383,agree
All existing students at validated institutions are able to continue the remainder of their studies for a University of Wales award and will have continuous support.,1384,agree
"At present, the University of Wales is still functioning in its own right; it is expected (as of January 2017) that the merger process will be completed during the 2017/18 academic year.",1385,agree
The construction of this stand was assisted by the sale of some land to allow the construction of student flats which now lie behind the stand.,1386,agree
"There were also proposals for other law enforcement agencies, such as HMRC, to be given similar powers of civil recovery at the same time.",1387,agree
Namco began making attempts to introduce mobile gaming culture to Europe in 2003.,1388,agree
One body was sent to a museum in the hope that research on how the environment affected its preservation would help unravel Ötzi's past.,1389,agree
"Simon had reached a settlement of the dispute, under which she would receive €150,000 in recognition of Ötzi's discovery by her and her late husband and the tourist income that it attracts.",1390,agree
His left hand rests on the shoulder of a dark-haired young French girl.,1391,agree
"However, no date for the election has been set.",1392,agree
These proposals were accepted by both forces on 25 February and the merger would have taken place on 1 April 2007.,1393,agree
Under these proposals Derbyshire would have merged with nearby forces to create an 'East Midlands Police'.,1394,agree
Nehru was then at the peak of his popularity in India; the only (minor) criticism came from the far-right.,1395,agree
Solskjær had a very successful pre-season tour in the summer of 2006 gaining Ferguson's praise who also said he would reconsider his plan to buy a new striker.,1396,agree
"There was, however, one legal skatepark in the country in Frognerparken in Oslo.",1397,agree
The incident was preceded by heavy rain.,1398,agree
Current laboratory-based detection of bacteria can take hours or days.,1399,agree
"I personally would have tried a sharp and fit up-and-coming star of which there are many around"".",1400,agree
It's like a talk in the headmistress's study; a headmistress who is firm but kindly.,1401,agree
"It was systematic"", Anderson said.",1402,agree
"In 2012, the UK government accepted that prisoners had suffered ""torture and ill-treatment at the hands of the colonial administration"".",1403,agree
"In September 2008, the UK government decided to withdraw its reservations and agree to the Convention in these respects.",1404,agree
"This triple alliance allows for the increased sharing of technology and development costs, encouraging global cooperation and mutual development.",1405,agree
"In the event of the merger, BAE shareholders would own 40 % and EADS 60 % of the new enlarged organisation.",1406,agree
No physical harm was caused but the event was a public relations disaster for both Staunton and the FAI (this was not the first time an assailant had attacked members of the squad at that particular hotel).,1407,agree
"He scored once in his second spell at Villa, his goal coming in the Intertoto Cup against FC Zurich.",1408,agree
He was given the post later that day.,1409,agree
"Nickel-alloy in 5p and 10p UK coins was replaced with nickel-plated steel began in 2012, causing allergy problems for some people and public controversy.",1410,agree
Data captured even included a user's social security number.,1411,agree
Macia later died of his injuries.,1412,agree
The submarine is reported to have been completely destroyed.,1413,agree
"The government announced in late 2006 that it would shutting 2,500 post offices nationwide, citing the rising losses and fewer number of people using them as the primary reasons.",1414,agree
"Al-Fayed said he wanted to keep the pair's ""spirit alive"" through the statue.",1415,agree
